,id,original,translation
47482,bc41f68a-7a7d-69af-62f6-ab083160740a," Who, my cousin Cressida? ",You mean my cousin Cressida?
47483,28e3081a-45de-1265-522b-bde0194131b1," No, sir, Helen: could you not find out that by her attributes? ","No, sir, I mean Helen. Could you not tell by my description?"
47484,55703-1499970536583-20970," It should seem, fellow, that thou hast not seen the   Lady Cressida. ","You've clearly not seen Lady Cressida,  man ."
47485,55703-1499970551041-68584," I come to speak with Paris from the   Prince Troilus: I will make a complimental assault   upon him, for my business seethes. "," I am here to speak with Paris on behalf of Prince Troilus, I will go on a  charm offensive  as my  business with him is boiling hot ."
47486,3cae74c8-e232-2874-f3e1-97f5a88b4aa3, Sodden business! there's a stewed phrase indeed!  ,Is your business wet? Your language itself is over-cooked.
47487,55706-1499970567683-99569," Fair be to you, my lord, and to all this fair   company! ","I hope you and your companions are all well, my lord!"
47488,55706-1499970594280-90375," fair desires, in all fair measure,   fairly guide them! especially to you, fair queen!   fair thoughts be your fair pillow! "," I hope you are are not troubled by your thoughts, especially you beautiful queen, may you rest easily."
47489,d9e3842f-8257-ed38-4e2d-163e08c4a77e," Dear lord, you are full of fair words. ",@
47490,e80b796b-2e8c-5b5f-e0c5-4d2c9986a433," You speak your fair pleasure, sweet queen. Fair prince, here is good broken music. ",@
47491,55709-1499970623288-66873," You have broke it, cousin: and, by my life, you   shall make it whole again; ","Well it is in pieces, cousin, now that you have broken it up. I swear it shall be up to you to make it whole again"
47492,55709-1499970632085-74396," you shall piece it out   with a piece of your performance. Nell, he is full   of harmony. ","with a piece of performance of your own. My love, he is full of  sweet sounds ."
47493,c4721007-004f-f7db-4017-ed67a194e72c," Truly, lady, no. ","Honestly, my lady, I'm not."
47494,28d3a32d-96f4-c4ad-6b6e-e7231fd2effd," O, sir,— ","Oh, but sir do sing for us..."
47495,8a376311-dd70-3b11-4bde-701fb7b86d96," Rude, in sooth; in good sooth, very rude. ","Honestly, I am a very bad singer."
47496,fbf5b379-98eb-e724-6c26-ad6cc7376c05," Well said, my lord! well, you say so in fits. ","You speak well, my lord, speaking with such a rhythm."
47497,1b45c459-00fb-d108-4a6c-e4e82fa69a00," I have business to my lord, dear queen. My lord, will you vouchsafe me a word? ","I have business with Paris, dear queen. My lord could I have a word with you?"
47498,50591aab-d8cb-0c07-8a81-616fc877ceed," Nay, this shall not hedge us out: we'll hear you sing, certainly. ",@
47499,ac9c5b4b-3281-2b96-faab-ab21e39e5bfa," Well, sweet queen. you are pleasant with me. But, marry, thus, my lord: my dear lord and most esteemed friend, your brother Troilus,— ","Sweet queen, you are trying to wind me up aren't you? But listen to this, lord Paris, your brother Troilus, my lord and most esteemed friend..."
47500,d8bbfca2-6ec5-d3ab-070b-3374058e9318," My Lord Pandarus; honey-sweet lord,— ",@
47501,0214e606-11d1-9102-1585-84df1b1efbe6," Go to, sweet queen, to go:—commends himself most affectionately to you,— ",@
47502,a5181958-57d7-9d0f-8c6f-44f6e37254d2," You shall not bob us out of our melody: if you do, our melancholy upon your head! ",You won't cheat me out of a song. If you do I shan't forgive you!
47503,f047ffef-df46-c240-b183-18f7f327d9f7," Sweet queen, sweet queen! that's a sweet queen, i'  faith. ","Sweet queen, sweet queen! Please don't be upset with me, I beg you."
47504,964500eb-31ad-69a1-4c07-1ea79aaa6194, And to make a sweet lady sad is a sour offence. ,@
47505,55722-1499970645817-66268," Nay, that shall not serve your turn; that shall not,   in truth, la. ","No, that won't work, it really won't. No, I don't care for such words, no and no."
47506,55722-1499970655891-86448," Nay, I care not for such words; no,   no. And, my lord, he desires you, that if the king   call for him at supper, you will make his excuse. "," Anyway, Troilus wants you to excuse him if the king asks to see him at supper, and asks that you would give an excuse for him."
47507,879bf636-e47a-4bbd-808b-22ce1f365c41," My Lord Pandarus,— ",My lord Pandarus...
47508,a5093280-e5ed-6f06-d97d-94ae977952c1," What says my sweet queen, my very very sweet queen? ","What is it my sweet queen, my very very sweet queen?"
47509,fd0a4e59-9450-161d-338f-95affbfb6942, What exploit's in hand? where sups he to-night? ,"What is he up to, where will he be eating tonight?"
47510,e99fee16-0d7d-35f0-3d67-2da33a4552d8," Nay, but, my lord,— ","No, my lord listen to me..."
47511,aed0ca6f-0dbd-77e8-93be-b748fdcc8389, What says my sweet queen? My cousin will fall out with you. You must not know where he sups. ,@
47512,61c79715-c107-543a-5156-6a994c02cfd3," I'll lay my life, with my disposer Cressida. ",I'll bet my life Cressida's stolen him away from my company.
47513,9f316986-ab62-4299-c7c8-16e2997b0f1e," No, no, no such matter; you are wide: come, your disposer is sick. ",@
47514,dc8a2329-7a41-db95-f7c8-b7a08c259ad9," Well, I'll make excuse. ","Sure, I'll make an excuse for him."
47515,f23c3d20-cb42-516c-bd80-73ab0c7c5d40," Ay, good my lord. Why should you say Cressida? no, your poor disposer's sick. ","Ah, thank you my lord. Why did you think it was Cressida? It couldn't be her, because she's ill."
47516,569a8663-9d9b-f3c8-091f-e2bf913a9616, I spy. ,@
47517,cf07ceb2-dfd0-bc10-37b1-5c48f6cec883," You spy! what do you spy? Come, give me an instrument. Now, sweet queen. ",@
47518,0e59a2bb-f6a1-6f3f-c163-7e88f3aaf0cb," Why, this is kindly done. ","Oh, suddenly you are very keen to play."
47519,85b91ef9-40e2-5ac1-0b98-fced80b4a382," My niece is horribly in love with a thing you have, sweet queen. ",@
47520,f77038f7-5ccf-fd94-35ef-7319ca4e6883," She shall have it, my lord, if it be not my lord Paris. ","Whatever she wants I am sure she'll have it, so long as it isn't Paris."
47521,ba3692a2-692a-6a1b-fc8f-eb27b1fb5b87," He! no, she'll none of him; they two are twain. ","Ah she doesn't want anything to do with him, those two are so different."
47522,4db76643-1516-7e90-47d8-1836cd5650ac," Falling in, after falling out, may make them three. ",@
47523,4a0424e5-7bc8-851c-ffd1-9e7e5a6dfe1a," Come, come, I'll hear no more of this; I'll sing you a song now. ","Oh be civil, I'll hear no more of this. I'll sing a song for you now."
47524,b1107c21-dbe9-d56f-c61b-22ad887de589," Ay, ay, prithee now. By my troth, sweet lord, thou hast a fine forehead. ","Yes, yes, play now. Honestly, sweet lord, you do look so handsome and smart."
47525,2b4c314e-1ac0-2a1c-41e3-84e0ee792598," Ay, you may, you may. ",@
47526,03cc106a-f605-1f69-7cba-de02e13e5a59," Let thy song be love: this love will undo us all. O Cupid, Cupid, Cupid! ","Sing a love song. Love will be the ruin of us all. Oh, Cupid, Cupid, Cupid."
47527,8690e00c-94b4-c18f-22f0-871013bdc372," Love! ay, that it shall, i' faith. ",@
47528,116e2126-ace5-bafb-62b8-6974c28cc4c3," Ay, good now, love, love, nothing but love. ","Ah wonderful, sing about nothing but love, love, love."
47529,3c6ba26f-fad6-09dc-46be-343e07f75733," In good troth, it begins so.  ","Truly I will, and now I begin."
47530,55747-1499970675495-89010," Love, love, nothing but love, still more!   For, O, love's bow   Shoots buck and doe: ","Love, love, nothing but love, even now! Because, oh, love's bow Shoots  buck and doe ."
47531,55747-1499970682807-7199," The shaft confounds,   Not that it wounds,   But tickles still the sore. ","The  arrow  confuses, But doesn't hurt, It tickles the wound."
47532,55747-1499970705892-18646," These lovers cry Oh! oh! they die!   Yet that which seems the wound to kill,   Doth turn oh! oh! to ha! ha! he!   So dying love lives still: ","The lovers cry ""Oh! Oh!  I am dying !"" But the arrow that seems to pierce  the wound , Turns moaning into laughter, Letting the dying lovers live on:"
47533,55747-1499970710580-30282," Oh! oh! a while, but ha! ha! ha!   Oh! oh! groans out for ha! ha! ha!   Heigh-ho! ","At first they moan, then they laugh, And those that moan long to laugh. So it is!"
47534,16f25d44-d551-56c3-5649-2d6a69e67be0," In love, i' faith, to the very tip of the nose. ","This is love alright, summed up perfectly."
47535,55749-1499970733913-3891," He eats nothing but doves, love, and that breeds hot   blood. ","Love eats nothing but doves, and that causes a hotness in the blood."
47536,55749-1499970740030-28776," Hot blood begets hot thoughts, and hot   thoughts beget hot deeds, and hot deeds is love. ", Hot blood leads to passionate thoughts. Passionate thoughts cause lustful actions. And lustful actions are love.
47537,55750-1499970750646-46003," Is this the generation of love? hot blood, hot   thoughts, and hot deeds? ","Is this really where love comes from? Hot blood, heated thoughts, and lustful actions?"
47538,55750-1499970757878-28654," Why, they are vipers:   is love a generation of vipers? Sweet lord, who's   a-field to-day? "," These things sound like a can of worms. Is love a can of worms? Sweet lord, who is out on the battlefield today?"
47539,55751-1499970767808-75334," Hector, Deiphobus, Helenus, Antenor, and all the   gallantry of Troy: ","Hector, Deiphobus, Helenus, Antenor, and all the knights of Troy."
47540,55751-1499970775645-21920," I would fain have armed to-day,   but my Nell would not have it so. How chance my   brother Troilus went not? "," I was eager to go out today, but my sweetheart wouldn't let me. How come my brother Troilus didn't go out?"
47541,ec4d98db-9675-c072-9382-8cfd83afac2a," He hangs the lip at something: you know all, Lord  Pandarus. ","He's keeping tight-lipped, I'm sure you know why, Lord Pandarus."
47542,c7fce33e-a4d4-20e8-8d59-daa03a760d8d," Not I, honey-sweet queen. I long to hear how they sped to-day. You'll remember your brother's excuse? ","I don't, sweet queen. I wonder how the battle has gone today. Remember to excuse Troilus from dinner?"
47543,647420c2-916a-d254-9b28-36ca77120534, To a hair. ,I will excuse his whole body.
47544,d06c854a-6812-9bee-9b3c-54f076de5ac2," Farewell, sweet queen. ","Goodbye, sweet queen."
47545,eea1fa26-e5ab-636e-419b-2e36fa66110e, Commend me to your niece. ,Say hello to your niece for me.
47546,429b7c2e-d3da-fcb5-be94-5d3f45d318dd," I will, sweet queen.  ","I will, sweet queen."
47547,55760-1499970786295-97165," They're come from field: let us to Priam's hall,   To greet the warriors. ",They are leaving the battlefield. Let's go to Priam's hall to greet the soldiers.
47548,55760-1499970803509-11623," Sweet Helen, I must woo you   To help unarm our Hector: his stubborn buckles,   With these your white enchanting fingers touch'd,   Shall more obey than to the edge of steel   Or force of Greekish sinews; "," Sweet Helen, would you mind helping Hector out of his armor, your delicate white hands will open the buckles on his armor more easily than any weapon or Greek would."
47549,55760-1499970810165-78185," you shall do more   Than all the island kings,—disarm great Hector. "," Go do something no Greek king has done, disarm great Hector."
